juris,sector,ambito,departamento,cod_depar,localidad,cod_loca,cueanexo,nombre,domicilio,cod_postal,telefono,mail,mod_comun,mod_especial,mod_adultos,ec_mat,ec_jar,ec_pri,ec_sec,ec_sec_inet,ec_snu,ec_snu_inet,ec_snu_cursos,esp_tem,esp_ini,esp_pri,esp_sec,esp_int,ad_pri,ad_sec,ad_fp,ad_fp_inet,ad_alf,hos_ini,hos_pri,hos_sec,tall_art,ser_com_
Formosa,Estatal,Rural,PILCOMAYO,34049,JOSE MARIA PAZ,34049126,340081408,JIN Nº 11 MEDALLITA MILAGROSA - EPEP Nº 6,   JOSE MARIA PAZ,P3613,0 0,jardinlaguna@yahoo.com.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Privado,Urbano,FORMOSA,34014,FORMOSA,34014051,340081500,JARDIN DE INFANTES  MICKEY MOUSE,FONTANA 1114 SAN MARTÍN ,P3600,3704 418278,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Privado,Urbano,FORMOSA,34014,FORMOSA,34014051,340081700,JARDIN DE INFANTES EL JARDIN DE LA TIA SILVIA,MORENO 184 SAN MARTÍN ,P3600,0 0,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,VILLA KILOMETRO 213,34056287,340081800,EJI Nº 19 EL GATO CON BOTAS,RIVADAVIA  CENTRO VILLA DOS TRECE,P3602,000 0000,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,BAÑADERO,34056020,340081801,EJI Nº 19 - EPEP Nº 202,RP Nº 9   BAÑADEROS - PIRANE,P3602,0 0,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,LA FLORESTA,34056175,340081802,EJI Nº 19 - EPEP Nº 303,RP Nº 9   VILLA 213,P3602,0 0,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,VILLA KILOMETRO 213,34056287,340081803,EJI Nº 19 - EPEP Nº 529,SANTA FE  59 VIVIENDAS VILLA 213,P3602,0 0,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,COLONIA LA UNION,34056061,340081804,EJI Nº 19 - EPEP Nº 349,RP Nº 3   COLONIA LA UNION,P3603,1 1,nievasgraciela66@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,KILOMETRO 224,34056167,340081805,EJI Nº 19 - EPEP Nº 27,RP Nº 9   ,P3603,0 0,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,LA SIRENA,34056180,340081806,EJI Nº 19 - EPEP Nº 206,RP Nº 3   LA SIRENA,P3603,0 0,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,SAN SIMON,34035552,340081813,EJI Nº 19 - EPEP Nº 229,RP Nº 9   SAN SIMON,P3603,0 0,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340081900,EJI Nº 20,  ANTENOR GAUNA MZ. 36,P3600,3704 565697,eji20formosa@gmail.com.,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,LAISHI,34021,COLONIA LAGUNA GOBERNADOR,34021022,340082100,EPEP Nº403 DON BENDITO LOPEZ,   COLONIA LAGUNA GOBERNADOR,P3605,000 15521660,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,PILAGAS III,34056230,340082200,EPEP Nº117,   PILAGAS III,P3606,00 0000,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,EL PIQUETE,34056102,340082202,EPEP Nº 117 ANEXO 2 (EX EPEP Nº 260),   COLONIA EL PIQUETE,P3600,00 00,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,EL COLORADO,34056091,340082300,JIN Nº 13 - EPEP Nº 116,PASAJE UCRANIA 212 CENTRO ,P3603,03704 480603,jin13elcolorado@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,EL COLORADO,34056091,340082301,JIN Nº 13 - EPEP Nº 186,CARLOS PELLEGRINI 1688 EL ARCO ,P3603,03704 480603,jin13elcolorado@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,EL COLORADO,34056091,340082302,JIN Nº 13 - EPEP Nº 377,SANTA FE 840 103 VIVIENDAS ,P3603,03704 480603,jjin13elcolorado@hotmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,EL COLORADO,34056091,340082303,JIN Nº 13 - EPEP Nº 480,BELGRANO 880 MITRE ,P3603,03704 480603,jin13elcolorado@hotmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,COLONIA EL ALBA,34056047,340082304,JIN Nº 13 - EPEP Nº 258,   COLONIA EL ALBA,P3603,0370 4480603,jin13elcolorado@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,EL COLORADO,34056091,340082305,JIN Nº 13 - EPEP Nº 479,JUAN JOSE PASO 1506 ITATI ,P3603,0370 4480603,jin13elcolorado@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,EL COLORADO,34056091,340082306,JIN Nº 13 PROFESORA CARMEN L. BOGADO- EPEP Nº 515,GIGENA CENTENO ESQUINA ALBERDI  SAN MIGUEL ,P3603,0370 4480603,jin13elcolorado@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,EL COLORADO,34056091,340082307,JIN Nº 13 - EPEP Nº 503,   LOTE 140 LA PAZ,P3603,0370 4480603,JIN13ELCOLORADO@GMAIL.COM,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,EL COLORADO,34056091,340082308,JIN Nº 13 - EPEP Nº 528,CORDOBA 983 MITRE ,P3603,0370 4480603,jin13elcolorado@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,COLONIA EL DESAGUADERO,34056050,340082309,JIN Nº 13 - EPEP Nº 172,RP Nº9   COLONIA EL DESAGÜADERO,P3603,03704 480603,jin13elcolorado@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,LOTE 108 LADRILLERIA,34056188,340082310,JIN Nº 13 - EPEP Nº 354,   LOTE 108 LA LADRILLERIA,P3603,03704 480603,JIN13ELCOLORADO@HOTMAIL.COM,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,PALO SANTO,34056226,340082400,CENTRO DE EDUCACION AGRÍCOLA,ALBERTO LUCCA  CENTRO PALO SANTO,P3608,370 4494238,cea01palosanto@yahoo.com.ar,,,1,,,,,,,,,,,,,,,,,1,1,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340082500,EPETP Nº 10 DON MARIO ANTONIO RODRIGUEZ,ESPAÑA 1610 INDEPENDENCIA ,P3600,370 4430680,cfp-1@yahoo.com.ar,1,,1,,,,1,1,,,,,,,,,,,,1,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340082504,EPET Nº 10 ANEXO 4,25 DE MAYO 402 SAN MARTÍN U-10,P3600,370 --,cfp-1@yahoo.com.ar,,,1,,,,,,,,,,,,,,,,,1,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,VILLA KILOMETRO 213,34056287,340082600,CENTRO DE FORMACION PROFESIONAL Nº2,PTE. NESTOR KIRCHNER   ,P3602,370 4381736,ricardo_correa43@hotmail.com,,,1,,,,,,,,,,,,,,,,,1,1,,,,,
Formosa,Estatal,Rural,PIRANE,34056,COLONIA LA UNION,34056061,340082602,CENTRO DE FORMACION PROFESIONAL Nº 2 ANEXO 2 - EPEP Nº 349,   COLONIA LA UNIÓN - VILLA DOS TRECE,P3603,370 4356653,ricardocorrea_43@hotmail.com,,,1,,,,,,,,,,,,,,,,,1,,,,,,
Formosa,Privado,Urbano,FORMOSA,34014,FORMOSA,34014051,340082900,CENTRO DE CAPACITACIÓN LABORAL MARIA AUXILIADORA,AV.9 DE JULIO 1025 DON BOSCO ,P3600,370 4426750,cclmariaauxiliadora@outlook.com,,,1,,,,,,,,,,,,,,,,,1,1,,,,,
Formosa,Privado,Urbano,FORMOSA,34014,FORMOSA,34014051,340082901,CENTRO CAPAC.LAB.MARIA AUXILIADORA A 1 - Bº NAMQOM,  NAMQOM CENTRO COMUNITARIO,P3600,0370 4426750,cclmariaauxiliadora@outlook.com,,,1,,,,,,,,,,,,,,,,,1,1,,,,,1
Formosa,Privado,Urbano,FORMOSA,34014,FORMOSA,34014051,340082903,CENTRO CAPAC.LAB.MARIA AUXILIADORA A 1 - Bº LAG.SIAM,Velez Sardfield  LAGUNA SIAM ,P3600,3704 4426750,cclmariaauxiliadora@outlook.com,,,1,,,,,,,,,,,,,,,,,1,1,,,,,1
Formosa,Estatal,Rural,BERMEJO,34007,EL LINDERO,34007242,340083200,EPEP Nº 522 (EX- 193A),   EL LINDERO,P3234, ,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340083300,EPEP Nº519 DOCENTE OMAR GUTIERREZ,AV.ALICIA M. DE JUSTO Y CORONEL BOGADO  ILLIA II ,P3600,00 0000,epep519@hotmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,BERMEJO,34007,POZO DE MAZA,34007198,340083400,EPEP Nº521,Bº NUEVO CARMEN  NUEVO CARMEN POZO DE MAZA,P3636,000 0000,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PILAGAS,34042,EL ESPINILLO,34042023,340083800,ESCUELA ESPECIAL Nº 11 RODRIGO RAFAEL SALINAS,ANTARTIDA ARGENTINA C/ HERNANDEZ  UNIDO ,P3615,3718 448243,zoraidacristaldo@gmail.com,,1,,,,,,,,,,1,,1,1,1,,,,,,,,,,
Formosa,Estatal,Rural,PILAGAS,34042,BUENA VISTA,34042008,340083801,ESCUELA ESPECIAL Nº 11 ANEXO AI,BELGRANO S/N CENTRO BUENA VISTA,P3615,3718 448243,yenibritez123@gmail.com,,1,,,,,,,,,,1,,,1,1,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340084100,EPEP Nº520,ERNESTO GOIS Y CAROYA  NUESTRA SEÑORA DE LUJAN ,P3600,370 4536194,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,BERMEJO,34007,POZO SARGENTO,34007253,340084200,EPEP Nº523,RP Nº39   POZO SARGENTO,P3636,00 00,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,BERMEJO,34007,POZO SARGENTO,34007253,340084201,EPEP Nº 523 ANEXO 1,   ,3636,S/N S/N,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340084300,EPES Nº59 PROF. PABLA IDOYAGA,MZ 36 - Bº ANTENOR GAUNA  ANTENOR GAUNA Bº ANTENOR GAUNA,P3600,0000 0000,fachyp@yahoo.com,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340084400,EPES Nº 60 (EX EPES Nº 41 ANEXO 1),  REPÚBLICA ARGENTINA Bº REPUBLICA ARGENTINA - MANZANA N 135,P3600, ,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340084600,ESCUELA ESPECIAL Nº 12,  1° DE MAYO ENTRE AV INDEPENDENCIA Y CONSTITUYENTES,P3600,0370 154208301,escesp12fsa@gmail.com,,1,,,,,,,,,,,,1,1,1,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,SAN MARTIN,34063081,340084700,EPEP Nº 56 SANTA CLARA DE ASIS (EX 387A),   COMUNIDAD SAN MARTIN EX LA BATERIA,P3636,00 000,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340084800,EPEP Nº525 Maestro Jorge Fernando Ramirez,  ANTENOR GAUNA MZ 35,P3600,00 000,escuela525fsa@hotmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,EL TRONQUITO,34063098,340084900,EPEP Nº272 (EX 437A),   EL TRONQUITO II,P3636, ,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,FORMOSA,34014,COLONIA DALMACIA,34014157,340085100,EPEP DE FRONTERA Nº 12 (EX- F/2A)NIÑAS DE AYOHUMA,   ,P3601,00 000,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Privado,Urbano,FORMOSA,34014,FORMOSA,34014051,340085200,JARDIN DE INFANTES INMACULADA CONCEPCION,JUJUY 1855 VILLA HERMOSA ,P3600,3704 543310,Matijardin@hotmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340085400,EPES Nº 61 (EX EPES Nº 33 ANEXO 1),FOTHERINGAM 4420 VIRGEN DEL ROSARIO FOTHERINGAM Y STA. MARIA DE ORO,P3600,0370 4455300,nidiacoronel@yahoo.com.ar,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340085500,NEP Y FP Nº 30 - EPEP Nº 57 NUESTRA SRA.DE LUJAN, S/N NUESTRA SEÑORA DE LUJAN ESC.N° 57,P3600,3704 653587,docenteformosa.gmail.com,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340085502,NEP Y FP Nº30 - SALON MULTIUSO CAPILLA VIRGEN DE LUJAN,  NUESTRA SEÑORA DE LUJAN B°LUJAN,P3600,3704 653587,rosaleonardasosa03@gmail.com,,,1,,,,,,,,,,,,,,,,,1,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340085503,NEP Y FP Nº 30 - BIBLIOTECA NAZARIA IGNACIA,NAZARIA IGNACIA MARCH S/N LA ESPERANZA BIBLIOTECA NAZARIA IGNACIA,P3600,3704 653587,docenteformosa@hotmail.com,,,1,,,,,,,,,,,,,,,,,1,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340085504,NEP Y FP Nº 30 - CENTRO COM.VIRGEN DE LA ESPERANZA,CORDOBA  JUAN DOMINGO PERÓN CENTRO COMUNITARIO VIRGEN DE LA ESPERANZA,P3600,3704 3704-965208,ROSALEONARDASOSA03@GMAIL.COM,,,1,,,,,,,,,,,,,,,1,,1,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340085505,NEP Y FP Nº30 - ESC. ESPECIAL Nº 12,  NUESTRA SEÑORA DE LUJAN ESC. ESPECIAL Nº 12,P3600,3704 3704-965208,rosaleonardasosa03@gmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340085507,NEP Y FP Nº 30 - CENTRO COMUNITARIO,Mz. G5 Parc 01  EL PORVENIR EPEP Nº514,P3600,370 4965208,ROSALEONARDASOSA03@GMAIL.COM,,,1,,,,,,,,,,,,,,,1,,1,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340085508,NEP Y FP Nº 30 - CENTRO COMUNITARIO SAN ISIDRO, S/N SAN ISIDRO LABRADOR CENTRO COMUNITARIO,P3600,3704 965208,rosaleonardasosa03@gmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Rural,LAISHI,34021,TATANE,34021104,340085600,EPES Nº 62 PADRE LUIS TIBERI  (EX EPES Nº 46 ANEXO 1),RNNº 11 Y RP  Nº 1   RUTA NAC. Nº11 Y RP  Nº 1,P3601,00 00,epes62@live.com,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILAGAS,34042,BUENA VISTA,34042008,340085700,EPES Nº 63 PROF. ROBINSON LUIS MIÑO,SALTA    EX EPES Nº 5 ANEXO 1,P3617,000 0000,epes63_buenavista@hotmail.com.ar,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILAGAS,34042,PORTON NEGRO,34042063,340085800,EPES Nº 64,   EX EPES Nº 29 ANEXO 1,P3615,00 00,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PILCOMAYO,34049,CLORINDA,34049013,340085900,EPES Nº 65 DR JUAN DE DIOS CABRAL,PEDRO FLORES Y DR. ADOLFO VITTI  1° DE MAYO BARRIO 1º DE MAYO,P3610,03718 425752,mcye.epes65@formosa.gob.ar,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,BERMEJO,34007,POZO DE MAZA,34007198,340089000,JIN Nº 22 BERMEJO - EPEP Nº 78,   POZO DE MAZA,P3636,00 00,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,BERMEJO,34007,LOS CHIRIGUANOS,34007162,340086000,EPES Nº 66,SARMIENTO  ITATI EX ANEXO EPNM Nº 25 (EX M012A),P3632, ,e.caceres054@hotmail,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340086100,EPES Nº 67 EMILIO PUCHINI - EPES N° 84 - EPEP N° 3 - EPEP N° 240,ESPAÑA 780 SAN MARTÍN ESPAÑA Nº 780,P3600,0370 4565365,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340086101,EPES Nº 67 ANEXO 1 - CESEP N°55 - EPEP N° 55,AV. 9 DE JULIO 476 INDEPENDENCIA ,P3600,S/N S/N,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340086102,EPES Nº67 ANEXO 2 - EPEP N°3,AYACUCHO 122 ESTE 122 SAN MARTÍN ,P3600,00 0000,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340086200,EPES Nº 68,Hipólito Rojas   NUESTRA SEÑORA DE LUJAN BARRIO LUJAN,P3600,3704 221299,mcye.epes68@formosa.gob.ar,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PILCOMAYO,34049,LAGUNA BLANCA,34049075,340086300,EPEP Nº530 ,AV. CARLOS SORRENTO Y ALDO BOLLINI  SAN BLAS LAGUNA BLANCA,P3613,00 3718-401558,stellamarilaguna@gmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PILCOMAYO,34049,CLORINDA,34049013,340086400,EPES Nº 69  JESUS MISERICORDIOSA,HIPÓLITO IRIGOYEN E ITALIA  AGUA POTABLE HIPÓLITO IRIGOYEN E ITALIA,P3610, 03718- 431050,epes69jesusmisericordioso@hotmail.com,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PILCOMAYO,34049,CLORINDA,34049013,340086401,EPES Nº 69 ANEXO 1 - CBOS EPEP Nº 372,HIPÓLITO IRIGOYEN E ITALIA  AGUA POTABLE ,P3610,000 03718-433410,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,COLONIA SANTA ROSA,34035093,340086500,EPEP Nº 325 (EX EPEP Nº 146 ANEXO 1),   PARAJE SANTA ROSA,P3615,3704 541718,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340086600,EPEP Nº524,  REPÚBLICA ARGENTINA MZ 135,P3600,00 000,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,LAS LOMITAS,34035369,340086700,EPEP Nº531 GREGORIO MAIDANA,ACC. A LA BOMBA   BARRIO EMISORA,P3630, ,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,IBARRETA,34035265,340086800,ESCUELA ESPECIAL Nº 13,MARTIN POLO 565 CENTRO IBARRETA,P3624,03704 558540,victoriavivianavergara@gmail.com,,1,,,,,,,,,,1,,,1,1,,,,,,,,,,
Formosa,Privado,Urbano,FORMOSA,34014,FORMOSA,34014051,340087100,JARDIN DE INFANTES REFUGIO DE PAZ,SANTA CRUZ 465 SAN ANDRES I ,P3600,450230,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Privado,Urbano,PILCOMAYO,34049,LAGUNA BLANCA,34049127,340087200,JARDIN MATERNAL DELNIÑO JESUS,BELGRANO S/N MZ 27-P13  17 DE OCTUBRE LAGUNA BLANCA,P3613, ,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340087300,EPES Nº 72,ING. HUERGO Y SAN MARTÍN  BERNARDINO RIVADAVIA,P3600,3704 5553477,epes72@hotmail.com.ar,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,LAS LOMITAS,34035369,340087400,ESC. ESPECIAL Nº14 APRENDIENDO A VOLAR,AVDA.ENTRE RÍOS  CENTRO LAS LOMITAS,P3630,03704 390400,ESCESP14LASLOMITAS@YAHOO.COM.AR,,1,,,,,,,,,,1,,,,1,,,,,,,,,,
Formosa,Privado,Rural,BERMEJO,34007,LOS CHIRIGUANOS,34007162,340087500,ESCUELA EVANGELICA PRIVADA MISION NOE,JUAN B. JUSTO S/N  PLAZA LOS CHIRIGUANOS,P3632,3704 584044,CIROCHI_40@HOTMAIL.COM,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,VILLA GENERAL MANUEL BELGRANO,34035606,340087600,JIN Nº 14 - EPEP Nº 235 PROFESORA MARÍA DE ABELLEYRA,JULIO ARGENTINO ROCA S/N CENTRO ,P3615,0 0,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,LOMA SAN PABLO,34035389,340087601,JIN Nº 14 - EPEP Nº 296 PROFESORA MARÍA DE ABELLEYRA,RNNº 86   LOMA SAN PABLO,P3615,00 00,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,VILLA GENERAL MANUEL BELGRANO,34035606,340087602,JIN Nº 14 - EPEP Nº 405 PROFESORA MARÍA DE ABELLEYRA,AVENIDA SANTA FE  100 VIVIENDAS ,P3615, 3704 602539, mirian-casalenno@hotmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,VILLA GENERAL MANUEL BELGRANO,34035606,340087603,JIN Nº 14 - EPEP Nº 406 PROFESORA MARÍA DE ABELLEYRA,LOPEZ CANO  33 VIVIENDAS ,P3615,00 00,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,EL RECREO,34035176,340087604,JIN Nº 14 - EPEP Nº 13 PROFESORA MARÍA DE ABELLEYRA,   COLONIA EL RECREO,P3626,00 00,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,COLONIA 20 DE JUNIO,34035056,340087605,JIN Nº 14 - EPEP Nº 347 PROFESORA MARÍA DE ABELLEYRA,   COLONIA 20 DE JUNIO,P3615,NO NO,mirian-casalenno@hotmail.com.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,URBANA VIEJA,34035598,340087606,JIN Nº 14 - EPEP Nº 298 PROFESORA MARÍA DE ABELLEYRA,   COLONIA URBANA VIEJA,P3621,00 00,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILAGAS,34042,PUESTO RAMONA,34042096,340087607,JIN Nº 14 - EPEP Nº 366 PROFESORA MARÍA DE ABELLEYRA,   RNNº 86,P3615,00 00,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,COLONIA SAN ISIDRO,34035086,340087608,JIN Nº 14 - EPEP Nº 488 PROFESORA MARÍA DE ABELLEYRA,   COLONIA SAN ISIDRO,P3615,00 00,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,EL COGOIK,34035139,340087609,JIN Nº 14 - EPEP Nº 125 PROFESORA MARÍA DE ABELLEYRA,   COLONIA EL COGOIK,P3615,00 00,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Privado,Urbano,PILCOMAYO,34049,RIACHO HE-HE,34049105,340087700,ESCUELA PRIVADA ESTRELLA DE BELEN,AV. GRAL SAN MARTIN S/N HOSPITAL ,P3611,03718 416497,escestrellabelen@yahoo.com,1,,,,1,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340087900,EJI Nº 21,AVENIDA LUCIO RODRIGUEZ  NAMQOM RUTA 11,P3600, ,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,RAMON LISTA,34063,EL POTRILLO,34063030,340088100,JIN Nº 15 - EPEP Nº 316,   EL POTRILLO ,P3636,0 0,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,RAMON LISTA,34063,EL POTRILLO,34063030,340088104,JIN Nº 15 - EPEP Nº 433,   EL POTRILLO,P3636,0 0,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,BARRIO EL FAVORITO,34063090,340088106,JIN Nº 15 - EPEP Nº 471,  EL FAVORITO EL POTRILLO,P3636,00 00,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,EL QUEBRACHO,34063096,340088107,JIN Nº 15 - EPEP Nº F/05,   EL QUEBRACHO,P3636,0 0,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,SAN MARTIN,34063081,340088111,JIN Nº 15 - EPEP Nº 386,   SAN MARTIN - EL POTRILLO,P3636, ,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,LA MOCHA,34063051,340088114,JIN Nº 15 - EPEP Nº 475,   LA MOCHA - EL POTRILLO,P3636, ,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
